,ISBN,Title,Author,PublicationYear,Subjects,ItemType,avg sales per year
1543228,0345806875,Dept. of speculation / Jenny Offill.,"Offill, Jenny, 1968-",2014.,"Marriage Fiction, Families Fiction, Domestic fiction, Psychological fiction",acbk,273.5
329455, 9780345806871,Dept. of speculation / Jenny Offill.,"Offill, Jenny, 1968-",2014.,"Marriage Fiction, Families Fiction, Domestic fiction, Psychological fiction",acbk,273.5
329456, 9780385350815,Dept. of speculation / Jenny Offill.,"Offill, Jenny, 1968-",2014.,"Marriage Fiction, Families Fiction, Domestic fiction, Psychological fiction",acbk,273.5
329454, 0385350813,Dept. of speculation / Jenny Offill.,"Offill, Jenny, 1968-",2014.,"Marriage Fiction, Families Fiction, Domestic fiction, Psychological fiction",acbk,273.5
63740, 9780345542922,Top secret twenty-one / Janet Evanovich.,"Evanovich, Janet",2014.,"Plum Stephanie Fictitious character Fiction, Women bounty hunters Fiction, New Jersey Fiction, Mystery fiction, Humorous fiction",acbk,273.25
1058005,0345542924,Top secret twenty-one / Janet Evanovich.,"Evanovich, Janet",2014.,"Plum Stephanie Fictitious character Fiction, Women bounty hunters Fiction, New Jersey Fiction, Mystery fiction, Humorous fiction",acbk,273.25
3270131, 9780374202392,A manual for cleaning women : selected stories / Lucia Berlin ; edited and with an introduction by Stephen Emerson ; foreword by Lydia Davis.,"Berlin, Lucia.",2015.,Short stories,acbk,273.0
780735,0374202397,A manual for cleaning women : selected stories / Lucia Berlin ; edited and with an introduction by Stephen Emerson ; foreword by Lydia Davis.,"Berlin, Lucia.",2015.,Short stories,acbk,273.0
1122706,0763662291,Sam & Dave dig a hole / Mac Barnett ; illustrated by Jon Klassen.,"Barnett, Mac",2014.,"Holes Juvenile fiction, Imagination Juvenile fiction, Humorous stories",jcbk,273.0
2924837, 9780763662295,Sam & Dave dig a hole / Mac Barnett ; illustrated by Jon Klassen.,"Barnett, Mac",2014.,"Holes Juvenile fiction, Imagination Juvenile fiction, Humorous stories",jcbk,273.0
1723678, 0374712867,A manual for cleaning women : selected stories / Lucia Berlin ; edited and with an introduction by Stephen Emerson ; foreword by Lydia Davis.,"Berlin, Lucia.",2015.,Short stories,acbk,273.0
3270132, 9780374712860,A manual for cleaning women : selected stories / Lucia Berlin ; edited and with an introduction by Stephen Emerson ; foreword by Lydia Davis.,"Berlin, Lucia.",2015.,Short stories,acbk,273.0
3745890, 9780062265425,"10% happier : how I tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works--a true story / Dan Harris.","Harris, Dan, 1971-",2014.,"Mind and body, Stress management, Meditation, Buddhism",acbk,272.25
2812791,0062265423,"10% happier : how I tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works--a true story / Dan Harris.","Harris, Dan, 1971-",2014.,"Mind and body, Stress management, Meditation, Buddhism",acbk,272.25
3745891, 9780062265432,"10% happier : how I tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works--a true story / Dan Harris.","Harris, Dan, 1971-",2014.,"Mind and body, Stress management, Meditation, Buddhism",acbk,272.25
2812792, 0062265431,"10% happier : how I tamed the voice in my head, reduced stress without losing my edge, and found self-help that actually works--a true story / Dan Harris.","Harris, Dan, 1971-",2014.,"Mind and body, Stress management, Meditation, Buddhism",acbk,272.25
2113526,1594203970,NW / Zadie Smith.,"Smith, Zadie",2012.,"Planned communities England London Fiction, Social isolation Fiction, London England Fiction, Bildungsromans",acbk,272.1666666666667
3504622, 9781594203978,NW / Zadie Smith.,"Smith, Zadie",2012.,"Planned communities England London Fiction, Social isolation Fiction, London England Fiction, Bildungsromans",acbk,272.1666666666667
1527795, 9780060266837,If you give a dog a donut / written by Laura Numeroff ; illustrated by Felicia Bond.,"Numeroff, Laura Joffe",2011.,Dogs Fiction,jcbk,271.7142857142857
1616912, 0060266848,If you give a dog a donut / written by Laura Numeroff ; illustrated by Felicia Bond.,"Numeroff, Laura Joffe",2011.,Dogs Fiction,jcbk,271.7142857142857
2423337, 9780060266844,If you give a dog a donut / written by Laura Numeroff ; illustrated by Felicia Bond.,"Numeroff, Laura Joffe",2011.,Dogs Fiction,jcbk,271.7142857142857
1355067,006026683X,If you give a dog a donut / written by Laura Numeroff ; illustrated by Felicia Bond.,"Numeroff, Laura Joffe",2011.,Dogs Fiction,jcbk,271.7142857142857
1702382,1620402505,Dreamland : the true tale of America's opiate epidemic / Sam Quinones.,"Quinones, Sam, 1958-",2015.,"Drug traffic Mexico, Drug addiction United States, Heroin abuse United States, Oxycodone United States, Narcotics United States, American Dream",acbk,271.6666666666667
1702383, 1620402521,Dreamland : the true tale of America's opiate epidemic / Sam Quinones.,"Quinones, Sam, 1958-",2015.,"Drug traffic Mexico, Drug addiction United States, Heroin abuse United States, Oxycodone United States, Narcotics United States, American Dream",acbk,271.6666666666667
2755514, 9781620402504,Dreamland : the true tale of America's opiate epidemic / Sam Quinones.,"Quinones, Sam, 1958-",2015.,"Drug traffic Mexico, Drug addiction United States, Heroin abuse United States, Oxycodone United States, Narcotics United States, American Dream",acbk,271.6666666666667
1244423, 9781620402528,Dreamland : the true tale of America's opiate epidemic / Sam Quinones.,"Quinones, Sam, 1958-",2015.,"Drug traffic Mexico, Drug addiction United States, Heroin abuse United States, Oxycodone United States, Narcotics United States, American Dream",acbk,271.6666666666667
802046, 9781481441735,Daniel visits the library / adapted by Maggie Testa ; illustrated by Jason Fruchter.,"Testa, Maggie",2015.,"Libraries Juvenile fiction, Conduct of life Juvenile fiction, Libraries Fiction, Behavior Fiction",jcbk,271.3333333333333
4140602, 9781481441728,Daniel visits the library / adapted by Maggie Testa ; illustrated by Jason Fruchter.,"Testa, Maggie",2015.,"Libraries Juvenile fiction, Conduct of life Juvenile fiction, Libraries Fiction, Behavior Fiction",jcbk,271.3333333333333
3708198,1481441728,Daniel visits the library / adapted by Maggie Testa ; illustrated by Jason Fruchter.,"Testa, Maggie",2015.,"Libraries Juvenile fiction, Conduct of life Juvenile fiction, Libraries Fiction, Behavior Fiction",jcbk,271.3333333333333
1255865, 1481441736,Daniel visits the library / adapted by Maggie Testa ; illustrated by Jason Fruchter.,"Testa, Maggie",2015.,"Libraries Juvenile fiction, Conduct of life Juvenile fiction, Libraries Fiction, Behavior Fiction",jcbk,271.3333333333333
1120921, 9781455586455,The last mile / David Baldacci.,"Baldacci, David",2016.,"United States Federal Bureau of Investigation Fiction, Government investigators Fiction, Death row inmates Fiction, Murder Investigation Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,271.0
9025,0374278628,Transit / Rachel Cusk.,"Cusk, Rachel, 1967-",2017.,"English teachers Fiction, Psychological fiction",acbk,271.0
771745,1455586455,The last mile / David Baldacci.,"Baldacci, David",2016.,"United States Federal Bureau of Investigation Fiction, Government investigators Fiction, Death row inmates Fiction, Murder Investigation Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,271.0
3396608, 9780374278625,Transit / Rachel Cusk.,"Cusk, Rachel, 1967-",2017.,"English teachers Fiction, Psychological fiction",acbk,271.0
1274553,0307263991,Swamplandia! / Karen Russell.,"Russell, Karen, 1981-",2011.,"Girls Fiction, Mothers Death Fiction, Motherless families Fiction, Amusement parks Fiction, Alligators Fiction, Everglades Fla Fiction, Ten Thousand Islands Fla Fiction, Fantasy fiction",acbk,270.42857142857144
1525485, 9780307263995,Swamplandia! / Karen Russell.,"Russell, Karen, 1981-",2011.,"Girls Fiction, Mothers Death Fiction, Motherless families Fiction, Amusement parks Fiction, Alligators Fiction, Everglades Fla Fiction, Ten Thousand Islands Fla Fiction, Fantasy fiction",acbk,270.42857142857144
3002347,0590353403,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.,"Rowling, J. K.",1998.,"Fantasy Fiction, Witches Fiction, Wizards Juvenile fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,270.4
3936680, 059035342X,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.,"Rowling, J. K.",1998.,"Fantasy Fiction, Witches Fiction, Wizards Juvenile fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,270.4
3608260, 9780590846271,The adventures of Captain Underpants : the first epic novel / written and illustrated by Dav Pilkey.,"Pilkey, Dav, 1966-",1997.,"Captain Underpants Fictitious character Juvenile fiction, School principals Juvenile fiction, Heroes Juvenile fiction, Humorous stories",jcbk,270.3333333333333
684490,0590846272,The adventures of Captain Underpants : the first epic novel / written and illustrated by Dav Pilkey.,"Pilkey, Dav, 1966-",1997.,"Captain Underpants Fictitious character Juvenile fiction, School principals Juvenile fiction, Heroes Juvenile fiction, Humorous stories",jcbk,270.3333333333333
1262849, 9780307272591,Bad monkey / Carl Hiaasen.,"Hiaasen, Carl",2013.,"Police Fiction, Murder Investigation Fiction, Florida Fiction, Humorous fiction, Suspense fiction",acbk,270.2
651759,0307272591,Bad monkey / Carl Hiaasen.,"Hiaasen, Carl",2013.,"Police Fiction, Murder Investigation Fiction, Florida Fiction, Humorous fiction, Suspense fiction",acbk,270.2
3765561, 9780763654757,Rabbit & Robot : the sleepover / Cece Bell.,"Bell, Cece",2012.,"Sleepovers Juvenile fiction, Rabbits Juvenile fiction, Robots Fiction, Friendship Fiction, Humorous stories",jcbk,269.1666666666667
3765560,0763654752,Rabbit & Robot : the sleepover / Cece Bell.,"Bell, Cece",2012.,"Sleepovers Juvenile fiction, Rabbits Juvenile fiction, Robots Fiction, Friendship Fiction, Humorous stories",jcbk,269.1666666666667
252770, 1476735115,Wool / Hugh Howey.,"Howey, Hugh","2013, c2012.","Underground areas Fiction, Civilization Subterranean Fiction, Sheriffs Fiction, Revolutions Fiction, Science fiction, Dystopias",acbk,268.6
3527453,1476733953,Wool / Hugh Howey.,"Howey, Hugh","2013, c2012.","Underground areas Fiction, Civilization Subterranean Fiction, Sheriffs Fiction, Revolutions Fiction, Science fiction, Dystopias",acbk,268.6
3377488, 9781476735115,Wool / Hugh Howey.,"Howey, Hugh","2013, c2012.","Underground areas Fiction, Civilization Subterranean Fiction, Sheriffs Fiction, Revolutions Fiction, Science fiction, Dystopias",acbk,268.6
3377487, 9781476733951,Wool / Hugh Howey.,"Howey, Hugh","2013, c2012.","Underground areas Fiction, Civilization Subterranean Fiction, Sheriffs Fiction, Revolutions Fiction, Science fiction, Dystopias",acbk,268.6
3788239, 031640554X,The gods of guilt : a novel / Michael Connelly.,"Connelly, Michael, 1956-",2013.,"Haller Mickey Fictitious character Fiction, Trials Murder Fiction, Murder Investigation Fiction, Suspense fiction, Legal stories",acbk,268.2
1443930, 9780316405546,The gods of guilt : a novel / Michael Connelly.,"Connelly, Michael, 1956-",2013.,"Haller Mickey Fictitious character Fiction, Trials Murder Fiction, Murder Investigation Fiction, Suspense fiction, Legal stories",acbk,268.2
3551716, 9780316069519,The gods of guilt : a novel / Michael Connelly.,"Connelly, Michael, 1956-",2013.,"Haller Mickey Fictitious character Fiction, Trials Murder Fiction, Murder Investigation Fiction, Suspense fiction, Legal stories",acbk,268.2
1443927,0316069515,The gods of guilt : a novel / Michael Connelly.,"Connelly, Michael, 1956-",2013.,"Haller Mickey Fictitious character Fiction, Trials Murder Fiction, Murder Investigation Fiction, Suspense fiction, Legal stories",acbk,268.2
3394769, 9781410485847,Between the world and me / Ta-Nehisi Coates.,"Coates, Ta-Nehisi",2016.,"United States Race relations, Race discrimination United States, African Americans Social conditions, African Americans Public opinion, Whites United States Attitudes, Large type books",acbk,268.0
3394768,1410485846,Between the world and me / Ta-Nehisi Coates.,"Coates, Ta-Nehisi",2016.,"United States Race relations, Race discrimination United States, African Americans Social conditions, African Americans Public opinion, Whites United States Attitudes, Large type books",acbk,268.0
1546521, 9781250128546,Love warrior / Glennon Doyle Melton.,"Melton, Glennon Doyle, 1976-",2016.,"Melton Glennon Doyle 1976 Marriage, Melton Glennon Doyle 1976 Divorce, Divorced women United States Biography, Autobiographies",acbk,268.0
3811630,1250128544,Love warrior / Glennon Doyle Melton.,"Melton, Glennon Doyle, 1976-",2016.,"Melton Glennon Doyle 1976 Marriage, Melton Glennon Doyle 1976 Divorce, Divorced women United States Biography, Autobiographies",acbk,268.0
2938698, 9780316234801,"Grain brain : the surprising truth about wheat, carbs, and sugar--your brain's silent killers / David Perlmutter with Kristin Loberg.","Perlmutter, David, 1954-",2013.,"Brain Diseases Nutritional aspects, Carbohydrates Metabolism, Energy metabolism",acbk,267.2
1747358,031623480X,"Grain brain : the surprising truth about wheat, carbs, and sugar--your brain's silent killers / David Perlmutter with Kristin Loberg.","Perlmutter, David, 1954-",2013.,"Brain Diseases Nutritional aspects, Carbohydrates Metabolism, Energy metabolism",acbk,267.2
1255469, 9781465455802,Rey to the rescue! / written by Lisa Stock.,"Stock, Lisa",2017.,"Star Wars episode VII the force awakens Motion picture Characters Juvenile literature, Heroes Fiction, Science fiction, Star Wars fiction, Heroes Juvenile fiction, Picture books for children, Science fiction",jcbk,267.0
3108801, 9781465455819,Rey to the rescue! / written by Lisa Stock.,"Stock, Lisa",2017.,"Star Wars episode VII the force awakens Motion picture Characters Juvenile literature, Heroes Fiction, Science fiction, Star Wars fiction, Heroes Juvenile fiction, Picture books for children, Science fiction",jcbk,267.0
2313357,0374265518,Six four / Hideo Yokoyama ; translated from the Japanese by Jonathan Lloyd-Davies.,"Yokoyama, Hideo, 1957-",2017.,"Police Japan Tokyo Fiction, Cold cases Criminal investigation Fiction, Kidnapping Investigation Fiction, Detective and mystery fiction",acbk,267.0
841678, 9780374265519,Six four / Hideo Yokoyama ; translated from the Japanese by Jonathan Lloyd-Davies.,"Yokoyama, Hideo, 1957-",2017.,"Police Japan Tokyo Fiction, Cold cases Criminal investigation Fiction, Kidnapping Investigation Fiction, Detective and mystery fiction",acbk,267.0
1105053,1465455809,Rey to the rescue! / written by Lisa Stock.,"Stock, Lisa",2017.,"Star Wars episode VII the force awakens Motion picture Characters Juvenile literature, Heroes Fiction, Science fiction, Star Wars fiction, Heroes Juvenile fiction, Picture books for children, Science fiction",jcbk,267.0
3933305, 1465455817,Rey to the rescue! / written by Lisa Stock.,"Stock, Lisa",2017.,"Star Wars episode VII the force awakens Motion picture Characters Juvenile literature, Heroes Fiction, Science fiction, Star Wars fiction, Heroes Juvenile fiction, Picture books for children, Science fiction",jcbk,267.0
3994767,0375830316,Season of the sandstorms / by Mary Pope Osborne ; illustrated by Sal Murdocca.,"Osborne, Mary Pope",2005.,"Time travel Juvenile fiction, Magic Fiction, Brothers and sisters Fiction, Baghdad Iraq History Juvenile fiction, Iraq History Juvenile fiction",jcbk,266.84615384615387
